activity_id,deal_id,rep_name,activity_type,activity_date,duration_min,outcome
ACT-011005,DL-11018,Carlos Rivera,Meeting,2023-03-18,60,Neutral
ACT-011006,DL-11018,Carlos Rivera,Demo,2023-02-09,15,Neutral
ACT-011007,DL-11018,Carlos Rivera,Email,2023-02-07,60,Neutral
ACT-011008,DL-11018,Carlos Rivera,Demo,2023-04-15,30,Neutral
ACT-011009,DL-11018,Carlos Rivera,Email,2023-04-17,45,Positive
ACT-011010,DL-11018,Carlos Rivera,Follow-up,2023-04-09,90,Positive
ACT-011011,DL-11018,Carlos Rivera,Demo,2023-02-06,30,Negative
ACT-011012,DL-11018,Carlos Rivera,Demo,2023-03-20,90,Positive
ACT-011013,DL-11018,Carlos Rivera,Demo,2023-05-07,30,Negative
ACT-011014,DL-11018,Carlos Rivera,Demo,2023-02-16,45,Positive
ACT-011015,DL-11018,Carlos Rivera,Email,2023-02-05,45,Positive
ACT-011016,DL-11018,Carlos Rivera,Demo,2023-02-25,30,Positive
ACT-011017,DL-11019,Diana Patel,Proposal Sent,2022-05-14,60,Positive
ACT-011018,DL-11019,Diana Patel,Meeting,2022-05-09,60,Positive
ACT-011019,DL-11019,Diana Patel,Meeting,2022-08-04,30,Positive
ACT-011020,DL-11020,Ethan Park,Follow-up,2022-03-12,45,Positive
ACT-011021,DL-11020,Ethan Park,Email,2022-05-01,90,Positive
ACT-011022,DL-11020,Ethan Park,Follow-up,2022-06-13,45,Neutral
ACT-011023,DL-11020,Ethan Park,Call,2022-06-12,60,Negative
ACT-011024,DL-11020,Ethan Park,Meeting,2022-05-07,30,Negative
ACT-011025,DL-11020,Ethan Park,Meeting,2022-03-19,60,Neutral
ACT-011026,DL-11020,Ethan Park,Follow-up,2022-05-23,60,Negative
ACT-011027,DL-11020,Ethan Park,Demo,2022-05-16,30,Positive
ACT-011028,DL-11020,Ethan Park,Meeting,2022-04-30,30,Neutral
ACT-011029,DL-11020,Ethan Park,Follow-up,2022-06-30,60,Positive
ACT-011030,DL-11020,Ethan Park,Call,2022-03-08,60,Neutral
ACT-011031,DL-11020,Ethan Park,Email,2022-03-19,90,Positive
ACT-011032,DL-11020,Ethan Park,Email,2022-05-04,45,Positive
ACT-011033,DL-11020,Ethan Park,Email,2022-06-24,30,Neutral
ACT-011034,DL-11020,Ethan Park,Follow-up,2022-06-04,90,Neutral
ACT-011035,DL-11020,Ethan Park,Email,2022-03-16,15,Neutral
ACT-011036,DL-11020,Ethan Park,Meeting,2022-05-09,30,Positive
ACT-011037,DL-11020,Ethan Park,Follow-up,2022-06-26,30,Positive
ACT-011038,DL-11020,Ethan Park,Demo,2022-05-02,15,Neutral
ACT-011039,DL-11021,Fiona Walsh,Email,2022-11-10,90,Positive
ACT-011040,DL-11021,Fiona Walsh,Demo,2023-02-01,60,Positive
ACT-011041,DL-11021,Fiona Walsh,Meeting,2022-12-18,15,Positive
ACT-011042,DL-11021,Fiona Walsh,Email,2023-01-23,60,Positive
ACT-011043,DL-11021,Fiona Walsh,Email,2022-11-15,60,Neutral
ACT-011044,DL-11021,Fiona Walsh,Proposal Sent,2022-12-15,30,Positive
ACT-011045,DL-11021,Fiona Walsh,Proposal Sent,2022-11-11,30,Negative
ACT-011046,DL-11021,Fiona Walsh,Follow-up,2023-01-28,30,Negative
ACT-011047,DL-11021,Fiona Walsh,Email,2023-02-09,30,Neutral
ACT-011048,DL-11021,Fiona Walsh,Demo,2023-02-01,30,Positive
ACT-011049,DL-11021,Fiona Walsh,Proposal Sent,2023-02-21,30,Positive
ACT-011050,DL-11021,Fiona Walsh,Follow-up,2023-01-11,60,Positive
ACT-011051,DL-11021,Fiona Walsh,Follow-up,2023-01-15,60,Positive
ACT-011052,DL-11021,Fiona Walsh,Email,2022-11-05,90,Positive
ACT-011053,DL-11021,Fiona Walsh,Follow-up,2022-11-14,45,Positive
ACT-011054,DL-11021,Fiona Walsh,Demo,2023-02-09,15,Positive
ACT-011055,DL-11021,Fiona Walsh,Call,2023-02-07,60,Positive
ACT-011056,DL-11021,Fiona Walsh,Demo,2023-01-04,15,Negative
ACT-011057,DL-11021,Fiona Walsh,Demo,2023-01-03,30,Positive
ACT-011058,DL-11021,Fiona Walsh,Email,2023-02-05,30,Neutral
ACT-011059,DL-11021,Fiona Walsh,Meeting,2022-12-14,30,Positive
ACT-011060,DL-11021,Fiona Walsh,Email,2022-11-13,45,Negative
ACT-011061,DL-11021,Fiona Walsh,Demo,2023-02-08,45,Neutral
ACT-011062,DL-11021,Fiona Walsh,Meeting,2023-02-11,45,Neutral
ACT-011063,DL-11021,Fiona Walsh,Email,2023-01-27,30,Positive
ACT-011064,DL-11021,Fiona Walsh,Email,2022-11-20,90,Neutral
ACT-011065,DL-11021,Fiona Walsh,Meeting,2023-01-09,45,Neutral
ACT-011066,DL-11021,Fiona Walsh,Demo,2022-10-31,30,Neutral
ACT-011067,DL-11021,Fiona Walsh,Call,2023-01-04,45,Neutral
ACT-011068,DL-11021,Fiona Walsh,Demo,2023-01-25,30,Neutral
ACT-011069,DL-11021,Fiona Walsh,Meeting,2022-12-10,60,Neutral
ACT-011070,DL-11021,Fiona Walsh,Proposal Sent,2022-12-16,60,Positive
ACT-011071,DL-11021,Fiona Walsh,Call,2022-12-28,30,Negative
ACT-011072,DL-11021,Fiona Walsh,Call,2023-01-14,30,Positive
ACT-011073,DL-11021,Fiona Walsh,Call,2022-11-18,60,Neutral
ACT-011074,DL-11021,Fiona Walsh,Meeting,2023-01-13,15,Positive
ACT-011075,DL-11022,George Kim,Meeting,2023-12-17,30,Positive
ACT-011076,DL-11022,George Kim,Demo,2023-12-27,60,Positive
ACT-011077,DL-11022,George Kim,Proposal Sent,2023-10-18,60,Neutral
ACT-011078,DL-11023,Hannah Brooks,Demo,2022-03-07,45,Positive
ACT-011079,DL-11023,Hannah Brooks,Follow-up,2022-05-07,45,Positive
ACT-011080,DL-11023,Hannah Brooks,Email,2022-04-17,30,Negative
ACT-011081,DL-11023,Hannah Brooks,Proposal Sent,2022-05-22,90,Positive
ACT-011082,DL-11023,Hannah Brooks,Follow-up,2022-04-20,30,Positive
ACT-011083,DL-11023,Hannah Brooks,Proposal Sent,2022-04-04,45,Positive
ACT-011084,DL-11023,Hannah Brooks,Meeting,2022-03-21,60,Negative
ACT-011085,DL-11023,Hannah Brooks,Follow-up,2022-04-05,30,Neutral
ACT-011086,DL-11023,Hannah Brooks,Email,2022-03-11,60,Positive
ACT-011087,DL-11024,Alice Morgan,Email,2022-09-22,15,Neutral
ACT-011088,DL-11024,Alice Morgan,Proposal Sent,2022-11-19,60,Positive
ACT-011089,DL-11024,Alice Morgan,Proposal Sent,2022-09-12,90,Neutral
ACT-011090,DL-11024,Alice Morgan,Demo,2022-12-09,90,Negative
ACT-011091,DL-11025,Brian Chen,Meeting,2024-02-28,30,Neutral
ACT-011092,DL-11025,Brian Chen,Call,2024-02-27,45,Positive
ACT-011093,DL-11026,Carlos Rivera,Proposal Sent,2022-10-13,60,Positive
ACT-011094,DL-11026,Carlos Rivera,Meeting,2022-10-21,60,Neutral
ACT-011095,DL-11026,Carlos Rivera,Follow-up,2023-01-03,30,Positive
ACT-011096,DL-11026,Carlos Rivera,Email,2023-01-02,15,Positive
ACT-011097,DL-11026,Carlos Rivera,Email,2023-01-22,30,Positive
ACT-011098,DL-11026,Carlos Rivera,Demo,2022-10-31,45,Neutral
ACT-011099,DL-11026,Carlos Rivera,Meeting,2022-11-04,60,Positive
ACT-011100,DL-11026,Carlos Rivera,Call,2022-12-06,45,Positive
ACT-011101,DL-11026,Carlos Rivera,Email,2022-11-23,45,Positive
ACT-011102,DL-11027,Diana Patel,Demo,2023-06-23,30,Positive
ACT-011103,DL-11027,Diana Patel,Email,2023-07-06,30,Positive
ACT-011104,DL-11027,Diana Patel,Meeting,2023-07-02,45,Positive
ACT-011105,DL-11027,Diana Patel,Demo,2023-04-01,90,Neutral
ACT-011106,DL-11027,Diana Patel,Follow-up,2023-06-27,30,Negative
ACT-011107,DL-11027,Diana Patel,Meeting,2023-05-29,45,Neutral
ACT-011108,DL-11028,Ethan Park,Proposal Sent,2022-07-08,15,Neutral
ACT-011109,DL-11028,Ethan Park,Demo,2022-07-03,30,Positive
ACT-011110,DL-11028,Ethan Park,Demo,2022-06-03,30,Neutral
ACT-011111,DL-11028,Ethan Park,Call,2022-06-15,30,Positive
ACT-011112,DL-11028,Ethan Park,Meeting,2022-05-19,30,Neutral
ACT-011113,DL-11028,Ethan Park,Meeting,2022-06-21,45,Positive
ACT-011114,DL-11029,Fiona Walsh,Proposal Sent,2022-08-13,45,Neutral
ACT-011115,DL-11029,Fiona Walsh,Proposal Sent,2022-07-02,45,Positive
ACT-011116,DL-11029,Fiona Walsh,Demo,2022-07-22,90,Neutral
ACT-011117,DL-11029,Fiona Walsh,Demo,2022-09-05,45,Neutral
ACT-011118,DL-11029,Fiona Walsh,Call,2022-07-25,60,Positive
ACT-011119,DL-11029,Fiona Walsh,Follow-up,2022-07-10,60,Positive
ACT-011120,DL-11029,Fiona Walsh,Call,2022-07-08,60,Neutral
ACT-011121,DL-11029,Fiona Walsh,Meeting,2022-08-08,30,Positive
ACT-011122,DL-11029,Fiona Walsh,Call,2022-08-21,60,Neutral
ACT-011123,DL-11029,Fiona Walsh,Follow-up,2022-05-17,45,Neutral
ACT-011124,DL-11029,Fiona Walsh,Demo,2022-08-04,90,Neutral
ACT-011125,DL-11029,Fiona Walsh,Follow-up,2022-07-19,30,Neutral
ACT-011126,DL-11029,Fiona Walsh,Call,2022-09-07,30,Positive
ACT-011127,DL-11030,George Kim,Follow-up,2023-08-18,30,Neutral
ACT-011128,DL-11030,George Kim,Demo,2023-06-20,60,Positive
ACT-011129,DL-11030,George Kim,Email,2023-06-27,30,Negative
ACT-011130,DL-11030,George Kim,Call,2023-08-04,15,Positive
ACT-011131,DL-11031,Hannah Brooks,Email,2023-03-01,90,Neutral
ACT-011132,DL-11031,Hannah Brooks,Follow-up,2023-04-16,45,Neutral
ACT-011133,DL-11031,Hannah Brooks,Proposal Sent,2023-05-07,30,Positive
ACT-011134,DL-11031,Hannah Brooks,Follow-up,2023-03-13,90,Negative
ACT-011135,DL-11031,Hannah Brooks,Email,2023-03-15,30,Negative
ACT-011136,DL-11031,Hannah Brooks,Demo,2023-02-05,30,Positive
ACT-011137,DL-11031,Hannah Brooks,Follow-up,2023-01-21,15,Neutral
ACT-011138,DL-11031,Hannah Brooks,Meeting,2023-03-21,60,Positive
ACT-011139,DL-11031,Hannah Brooks,Follow-up,2023-01-13,60,Positive
ACT-011140,DL-11031,Hannah Brooks,Meeting,2023-02-11,30,Positive
ACT-011141,DL-11031,Hannah Brooks,Call,2023-05-03,60,Positive
ACT-011142,DL-11031,Hannah Brooks,Email,2023-03-20,45,Negative
ACT-011143,DL-11031,Hannah Brooks,Proposal Sent,2023-01-20,30,Neutral
ACT-011144,DL-11031,Hannah Brooks,Email,2023-04-20,30,Neutral
ACT-011145,DL-11031,Hannah Brooks,Email,2023-01-15,30,Positive
ACT-011146,DL-11031,Hannah Brooks,Follow-up,2023-04-19,15,Neutral
ACT-011147,DL-11031,Hannah Brooks,Call,2023-02-17,30,Positive
ACT-011148,DL-11031,Hannah Brooks,Demo,2023-02-22,90,Positive
ACT-011149,DL-11031,Hannah Brooks,Email,2023-05-10,90,Neutral
ACT-011150,DL-11031,Hannah Brooks,Demo,2023-04-12,30,Positive
ACT-011151,DL-11031,Hannah Brooks,Call,2023-04-16,45,Positive
ACT-011152,DL-11031,Hannah Brooks,Proposal Sent,2023-01-30,60,Neutral
ACT-011153,DL-11031,Hannah Brooks,Follow-up,2023-05-10,90,Positive
ACT-011154,DL-11031,Hannah Brooks,Demo,2023-03-31,60,Positive
ACT-011155,DL-11032,Alice Morgan,Email,2023-02-10,60,Positive
ACT-011156,DL-11032,Alice Morgan,Call,2023-03-15,60,Neutral
ACT-011157,DL-11033,Brian Chen,Email,2023-08-21,30,Neutral
ACT-011158,DL-11033,Brian Chen,Meeting,2023-07-15,30,Positive
ACT-011159,DL-11034,Carlos Rivera,Email,2022-12-04,45,Neutral
ACT-011160,DL-11034,Carlos Rivera,Call,2023-02-14,60,Neutral
ACT-011161,DL-11034,Carlos Rivera,Email,2023-02-28,90,Positive
ACT-011162,DL-11035,Diana Patel,Call,2023-04-13,60,Positive
ACT-011163,DL-11035,Diana Patel,Email,2023-01-20,30,Positive
ACT-011164,DL-11035,Diana Patel,Follow-up,2023-02-26,15,Positive
ACT-011165,DL-11035,Diana Patel,Call,2023-02-01,30,Positive
ACT-011166,DL-11035,Diana Patel,Follow-up,2023-03-19,30,Negative
ACT-011167,DL-11035,Diana Patel,Follow-up,2023-01-01,45,Positive
ACT-011168,DL-11035,Diana Patel,Proposal Sent,2023-01-15,30,Neutral
ACT-011169,DL-11035,Diana Patel,Follow-up,2023-01-17,60,Neutral
ACT-011170,DL-11035,Diana Patel,Call,2023-04-19,90,Positive
ACT-011171,DL-11035,Diana Patel,Proposal Sent,2023-04-22,60,Positive
ACT-011172,DL-11035,Diana Patel,Call,2023-01-08,60,Positive
ACT-011173,DL-11035,Diana Patel,Call,2023-02-13,60,Neutral
ACT-011174,DL-11035,Diana Patel,Call,2023-04-10,30,Neutral
ACT-011175,DL-11035,Diana Patel,Follow-up,2023-03-23,45,Positive
ACT-011176,DL-11035,Diana Patel,Follow-up,2023-03-16,30,Neutral
ACT-011177,DL-11035,Diana Patel,Meeting,2023-04-17,60,Positive
ACT-011178,DL-11035,Diana Patel,Call,2023-03-29,15,Neutral
ACT-011179,DL-11035,Diana Patel,Demo,2023-01-30,90,Positive
ACT-011180,DL-11036,Ethan Park,Demo,2023-08-19,45,Neutral
ACT-011181,DL-11036,Ethan Park,Meeting,2023-07-24,30,Positive
ACT-011182,DL-11036,Ethan Park,Follow-up,2023-05-24,60,Negative
ACT-011183,DL-11036,Ethan Park,Proposal Sent,2023-08-27,30,Positive
ACT-011184,DL-11036,Ethan Park,Follow-up,2023-09-05,45,Neutral
ACT-011185,DL-11036,Ethan Park,Proposal Sent,2023-07-05,30,Positive
ACT-011186,DL-11036,Ethan Park,Email,2023-06-11,90,Positive
ACT-011187,DL-11036,Ethan Park,Call,2023-06-10,60,Positive
ACT-011188,DL-11036,Ethan Park,Call,2023-05-25,45,Neutral
ACT-011189,DL-11036,Ethan Park,Email,2023-09-05,90,Neutral
ACT-011190,DL-11036,Ethan Park,Call,2023-08-11,45,Positive
ACT-011191,DL-11036,Ethan Park,Demo,2023-07-07,60,Neutral
ACT-011192,DL-11036,Ethan Park,Meeting,2023-08-20,45,Positive
ACT-011193,DL-11036,Ethan Park,Follow-up,2023-09-11,45,Positive
ACT-011194,DL-11036,Ethan Park,Call,2023-06-13,60,Negative
ACT-011195,DL-11036,Ethan Park,Call,2023-06-17,45,Neutral
ACT-011196,DL-11037,Fiona Walsh,Proposal Sent,2024-07-07,30,Positive
ACT-011197,DL-11037,Fiona Walsh,Email,2024-08-01,60,Neutral
ACT-011198,DL-11037,Fiona Walsh,Email,2024-08-24,60,Positive
ACT-011199,DL-11037,Fiona Walsh,Email,2024-05-11,60,Positive
ACT-011200,DL-11037,Fiona Walsh,Follow-up,2024-08-07,60,Neutral
ACT-011201,DL-11037,Fiona Walsh,Follow-up,2024-07-01,30,Positive
ACT-011202,DL-11037,Fiona Walsh,Follow-up,2024-06-03,15,Positive
ACT-011203,DL-11037,Fiona Walsh,Email,2024-07-18,15,Positive
ACT-011204,DL-11037,Fiona Walsh,Proposal Sent,2024-09-04,60,Neutral
ACT-011205,DL-11037,Fiona Walsh,Email,2024-08-10,30,Positive
ACT-011206,DL-11037,Fiona Walsh,Follow-up,2024-08-08,60,Positive
ACT-011207,DL-11037,Fiona Walsh,Email,2024-06-09,30,Positive
ACT-011208,DL-11037,Fiona Walsh,Call,2024-06-30,30,Neutral
ACT-011209,DL-11037,Fiona Walsh,Call,2024-06-29,30,Neutral
ACT-011210,DL-11037,Fiona Walsh,Call,2024-08-13,30,Positive
ACT-011211,DL-11037,Fiona Walsh,Follow-up,2024-06-11,30,Positive
ACT-011212,DL-11037,Fiona Walsh,Email,2024-06-18,45,Positive
ACT-011213,DL-11037,Fiona Walsh,Demo,2024-06-27,30,Neutral
ACT-011214,DL-11037,Fiona Walsh,Email,2024-06-18,60,Negative
ACT-011215,DL-11037,Fiona Walsh,Meeting,2024-06-27,60,Neutral
ACT-011216,DL-11037,Fiona Walsh,Meeting,2024-07-19,60,Neutral
ACT-011217,DL-11037,Fiona Walsh,Follow-up,2024-05-21,30,Positive
ACT-011218,DL-11037,Fiona Walsh,Demo,2024-07-11,60,Positive
ACT-011219,DL-11037,Fiona Walsh,Meeting,2024-06-20,45,Neutral
ACT-011220,DL-11038,George Kim,Proposal Sent,2024-01-27,90,Positive
ACT-011221,DL-11038,George Kim,Email,2023-11-18,30,Negative
ACT-011222,DL-11038,George Kim,Demo,2023-12-04,45,Positive
ACT-011223,DL-11038,George Kim,Follow-up,2024-01-12,45,Negative
ACT-011224,DL-11038,George Kim,Proposal Sent,2023-12-04,30,Positive
ACT-011225,DL-11038,George Kim,Call,2023-11-03,45,Positive
ACT-011226,DL-11038,George Kim,Demo,2024-02-12,30,Positive
ACT-011227,DL-11038,George Kim,Meeting,2023-11-01,30,Positive
ACT-011228,DL-11038,George Kim,Meeting,2024-01-16,90,Positive
ACT-011229,DL-11039,Hannah Brooks,Meeting,2022-02-13,60,Positive
ACT-011230,DL-11039,Hannah Brooks,Follow-up,2022-03-29,30,Positive
ACT-011231,DL-11039,Hannah Brooks,Follow-up,2022-05-18,30,Neutral
ACT-011232,DL-11040,Alice Morgan,Demo,2022-08-20,60,Neutral
ACT-011233,DL-11040,Alice Morgan,Demo,2022-10-07,15,Neutral
ACT-011234,DL-11040,Alice Morgan,Proposal Sent,2022-10-21,30,Positive
ACT-011235,DL-11040,Alice Morgan,Follow-up,2022-08-17,60,Neutral
ACT-011236,DL-11040,Alice Morgan,Follow-up,2022-10-24,30,Neutral
ACT-011237,DL-11040,Alice Morgan,Demo,2022-07-10,45,Positive
ACT-011238,DL-11040,Alice Morgan,Call,2022-08-16,30,Positive
ACT-011239,DL-11040,Alice Morgan,Proposal Sent,2022-09-04,15,Positive
ACT-011240,DL-11040,Alice Morgan,Demo,2022-10-20,60,Neutral
ACT-011241,DL-11040,Alice Morgan,Meeting,2022-09-19,15,Positive
ACT-011242,DL-11040,Alice Morgan,Email,2022-07-21,45,Neutral
ACT-011243,DL-11040,Alice Morgan,Email,2022-07-12,30,Positive
ACT-011244,DL-11040,Alice Morgan,Meeting,2022-07-09,60,Positive
ACT-011245,DL-11040,Alice Morgan,Email,2022-10-07,30,Positive
ACT-011246,DL-11040,Alice Morgan,Email,2022-08-02,45,Neutral
ACT-011247,DL-11040,Alice Morgan,Call,2022-09-18,60,Positive
ACT-011248,DL-11040,Alice Morgan,Demo,2022-08-24,45,Neutral
ACT-011249,DL-11040,Alice Morgan,Demo,2022-07-05,60,Positive
ACT-011250,DL-11040,Alice Morgan,Call,2022-08-12,60,Neutral
ACT-011251,DL-11040,Alice Morgan,Call,2022-09-29,15,Negative
ACT-011252,DL-11040,Alice Morgan,Follow-up,2022-10-22,60,Positive
ACT-011253,DL-11040,Alice Morgan,Follow-up,2022-10-23,30,Positive
ACT-011254,DL-11040,Alice Morgan,Follow-up,2022-09-24,45,Positive
ACT-011255,DL-11041,Brian Chen,Call,2022-05-28,60,Neutral
ACT-011256,DL-11041,Brian Chen,Proposal Sent,2022-08-22,45,Positive
ACT-011257,DL-11041,Brian Chen,Demo,2022-07-23,15,Negative
ACT-011258,DL-11042,Carlos Rivera,Follow-up,2023-07-08,90,Positive
ACT-011259,DL-11042,Carlos Rivera,Email,2023-07-21,90,Neutral
ACT-011260,DL-11042,Carlos Rivera,Email,2023-06-28,45,Positive
ACT-011261,DL-11042,Carlos Rivera,Email,2023-08-01,90,Neutral
ACT-011262,DL-11042,Carlos Rivera,Email,2023-05-15,60,Positive
ACT-011263,DL-11042,Carlos Rivera,Follow-up,2023-06-18,45,Positive
ACT-011264,DL-11042,Carlos Rivera,Email,2023-05-31,30,Positive
ACT-011265,DL-11042,Carlos Rivera,Follow-up,2023-06-15,60,Positive
ACT-011266,DL-11042,Carlos Rivera,Meeting,2023-06-29,30,Positive
ACT-011267,DL-11042,Carlos Rivera,Follow-up,2023-07-01,15,Positive
ACT-011268,DL-11042,Carlos Rivera,Email,2023-06-26,60,Positive
ACT-011269,DL-11043,Diana Patel,Follow-up,2022-10-19,60,Negative
ACT-011270,DL-11043,Diana Patel,Email,2022-08-08,15,Positive
ACT-011271,DL-11043,Diana Patel,Call,2022-07-23,90,Positive
ACT-011272,DL-11043,Diana Patel,Email,2022-09-18,30,Negative
ACT-011273,DL-11043,Diana Patel,Meeting,2022-07-22,60,Neutral
ACT-011274,DL-11043,Diana Patel,Call,2022-08-20,45,Positive
ACT-011275,DL-11043,Diana Patel,Demo,2022-08-09,60,Positive
ACT-011276,DL-11043,Diana Patel,Call,2022-07-22,30,Neutral
ACT-011277,DL-11043,Diana Patel,Proposal Sent,2022-09-22,45,Neutral
ACT-011278,DL-11044,Ethan Park,Follow-up,2024-01-09,90,Neutral
ACT-011279,DL-11044,Ethan Park,Demo,2024-01-31,60,Positive
ACT-011280,DL-11044,Ethan Park,Meeting,2024-03-05,30,Neutral
ACT-011281,DL-11044,Ethan Park,Meeting,2023-12-13,30,Positive
ACT-011282,DL-11044,Ethan Park,Call,2024-01-09,60,Positive
ACT-011283,DL-11044,Ethan Park,Demo,2024-03-02,45,Negative
ACT-011284,DL-11044,Ethan Park,Call,2023-12-29,90,Negative
ACT-011285,DL-11044,Ethan Park,Email,2023-12-23,30,Neutral
ACT-011286,DL-11044,Ethan Park,Meeting,2024-01-19,60,Positive
ACT-011287,DL-11044,Ethan Park,Demo,2024-01-25,30,Neutral
ACT-011288,DL-11044,Ethan Park,Proposal Sent,2023-12-27,30,Positive
ACT-011289,DL-11044,Ethan Park,Email,2024-02-09,30,Positive
ACT-011290,DL-11044,Ethan Park,Call,2023-12-12,60,Positive
ACT-011291,DL-11044,Ethan Park,Call,2024-02-09,90,Neutral
ACT-011292,DL-11044,Ethan Park,Follow-up,2023-12-20,45,Neutral
ACT-011293,DL-11044,Ethan Park,Email,2024-03-02,60,Neutral
ACT-011294,DL-11044,Ethan Park,Demo,2024-03-11,60,Neutral
ACT-011295,DL-11044,Ethan Park,Demo,2024-02-17,45,Positive
ACT-011296,DL-11044,Ethan Park,Follow-up,2024-01-26,30,Positive
ACT-011297,DL-11044,Ethan Park,Proposal Sent,2024-02-13,45,Positive
ACT-011298,DL-11044,Ethan Park,Follow-up,2023-12-13,30,Neutral
ACT-011299,DL-11044,Ethan Park,Proposal Sent,2024-01-03,60,Neutral
ACT-011300,DL-11045,Fiona Walsh,Meeting,2022-07-11,30,Positive
ACT-011301,DL-11045,Fiona Walsh,Call,2022-08-20,15,Positive
ACT-011302,DL-11045,Fiona Walsh,Demo,2022-09-15,90,Positive
ACT-011303,DL-11046,George Kim,Follow-up,2023-05-30,45,Negative
ACT-011304,DL-11046,George Kim,Call,2023-08-11,60,Positive
ACT-011305,DL-11046,George Kim,Demo,2023-08-15,60,Negative
ACT-011306,DL-11046,George Kim,Demo,2023-08-30,45,Positive
ACT-011307,DL-11046,George Kim,Call,2023-09-10,90,Neutral
ACT-011308,DL-11046,George Kim,Follow-up,2023-05-19,30,Positive
ACT-011309,DL-11046,George Kim,Call,2023-07-21,60,Positive
ACT-011310,DL-11046,George Kim,Email,2023-06-20,15,Neutral
ACT-011311,DL-11046,George Kim,Proposal Sent,2023-07-09,15,Negative
ACT-011312,DL-11046,George Kim,Follow-up,2023-07-15,45,Positive
ACT-011313,DL-11046,George Kim,Meeting,2023-06-07,90,Positive
ACT-011314,DL-11046,George Kim,Demo,2023-09-02,30,Neutral
ACT-011315,DL-11046,George Kim,Proposal Sent,2023-07-05,60,Neutral
ACT-011316,DL-11046,George Kim,Call,2023-07-20,30,Positive
ACT-011317,DL-11046,George Kim,Demo,2023-07-30,60,Positive
ACT-011318,DL-11046,George Kim,Demo,2023-07-26,60,Negative
ACT-011319,DL-11046,George Kim,Email,2023-08-21,30,Neutral
ACT-011320,DL-11046,George Kim,Email,2023-06-05,30,Neutral
ACT-011321,DL-11046,George Kim,Follow-up,2023-07-13,60,Negative
ACT-011322,DL-11046,George Kim,Call,2023-06-24,30,Positive
ACT-011323,DL-11046,George Kim,Call,2023-08-17,90,Neutral
ACT-011324,DL-11046,George Kim,Follow-up,2023-07-18,30,Positive
ACT-011325,DL-11046,George Kim,Follow-up,2023-07-02,30,Neutral
ACT-011326,DL-11046,George Kim,Meeting,2023-06-10,15,Neutral
ACT-011327,DL-11046,George Kim,Demo,2023-08-24,90,Neutral
ACT-011328,DL-11046,George Kim,Meeting,2023-07-17,30,Neutral
ACT-011329,DL-11046,George Kim,Proposal Sent,2023-08-22,60,Neutral
ACT-011330,DL-11046,George Kim,Follow-up,2023-07-22,45,Neutral
ACT-011331,DL-11047,Hannah Brooks,Email,2024-09-15,30,Negative
ACT-011332,DL-11047,Hannah Brooks,Call,2024-07-11,30,Positive
ACT-011333,DL-11047,Hannah Brooks,Demo,2024-08-22,45,Positive
ACT-011334,DL-11047,Hannah Brooks,Meeting,2024-07-05,90,Neutral
ACT-011335,DL-11047,Hannah Brooks,Demo,2024-07-13,60,Neutral
ACT-011336,DL-11047,Hannah Brooks,Proposal Sent,2024-10-09,30,Positive
ACT-011337,DL-11047,Hannah Brooks,Email,2024-10-26,30,Positive
ACT-011338,DL-11048,Alice Morgan,Proposal Sent,2023-04-01,45,Neutral
ACT-011339,DL-11048,Alice Morgan,Demo,2023-02-26,30,Negative
ACT-011340,DL-11048,Alice Morgan,Call,2023-03-27,60,Neutral
ACT-011341,DL-11048,Alice Morgan,Meeting,2023-02-04,30,Negative
ACT-011342,DL-11048,Alice Morgan,Call,2023-02-12,45,Neutral
ACT-011343,DL-11048,Alice Morgan,Follow-up,2023-01-01,30,Positive
ACT-011344,DL-11048,Alice Morgan,Email,2023-01-06,45,Neutral
ACT-011345,DL-11048,Alice Morgan,Follow-up,2022-12-27,45,Positive
ACT-011346,DL-11048,Alice Morgan,Follow-up,2023-03-02,90,Negative
ACT-011347,DL-11048,Alice Morgan,Meeting,2023-04-12,30,Positive
ACT-011348,DL-11048,Alice Morgan,Call,2022-12-27,30,Positive
ACT-011349,DL-11048,Alice Morgan,Proposal Sent,2023-04-03,30,Neutral
ACT-011350,DL-11048,Alice Morgan,Proposal Sent,2022-12-22,30,Positive
ACT-011351,DL-11048,Alice Morgan,Demo,2023-04-01,60,Positive
ACT-011352,DL-11048,Alice Morgan,Follow-up,2023-03-01,30,Negative
ACT-011353,DL-11048,Alice Morgan,Email,2023-04-13,45,Negative
ACT-011354,DL-11048,Alice Morgan,Call,2023-02-09,30,Positive
ACT-011355,DL-11048,Alice Morgan,Follow-up,2023-04-05,60,Neutral
ACT-011356,DL-11048,Alice Morgan,Email,2023-01-17,60,Neutral
ACT-011357,DL-11048,Alice Morgan,Demo,2023-04-14,60,Positive
ACT-011358,DL-11048,Alice Morgan,Demo,2023-01-11,60,Positive
ACT-011359,DL-11048,Alice Morgan,Proposal Sent,2022-12-16,90,Neutral
ACT-011360,DL-11048,Alice Morgan,Demo,2023-02-21,60,Positive
ACT-011361,DL-11048,Alice Morgan,Proposal Sent,2023-02-12,30,Positive
ACT-011362,DL-11048,Alice Morgan,Demo,2023-03-01,45,Positive
ACT-011363,DL-11048,Alice Morgan,Call,2023-03-30,45,Negative
ACT-011364,DL-11048,Alice Morgan,Follow-up,2023-02-24,60,Negative
